rt,url,trial_type,trial_index,time_elapsed,internal_node_id,stimulus,button_pressed,test_part,utt,boxes_type,left_box,right_box,responses,subid,selected_box,accuracy
2097.53999998793,NA,html-button-response,6,28806,0.0-3.0-3.0,<p>Here are Dax's boxes.<br></p><div style='width: 700px;'><div style='float: center;'><img width = '250px' src='img/num_types/box_1.png'></img><img width = '250px' src='img/num_types/box_2.png'></img></div></div>,0,NA,NA,NA,NA,NA,NA,fcbv_dyak_utar,NA,NA
3034.060000034515,NA,html-button-response,7,32343,0.0-3.0-4.0,"<p>Remember, Dax looked in one box and said <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><p>Then Dax looked in the other box and said <i>""Bado mep.""</i></p><p>Which box do you think Dax was looking in when he said<br><i>""Toba zem zorp bidaku midu osh gipu.""</i>?</p><div style='width: 700px;'></div>",1,box_selection,complex_utt,num_types,box_1,box_2,NA,fcbv_dyak_utar,box_2,1
618.0000000167638,NA,html-button-response,8,33463,0.0-3.0-5.0,"<p>Remember, Dax looked in one box and said <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><p>Then Dax looked in the other box and said <i>""Bado mep.""</i></p><p>Which box do you think Dax was looking in when he said<br><i>""Bado mep.""</i>?</p><div style='width: 700px;'></div>",0,box_selection,simple_utt,num_types,box_1,box_2,NA,fcbv_dyak_utar,box_1,1
21607.504999963567,NA,survey-text,9,55575,0.0-4.0,NA,NA,comment,NA,NA,NA,NA,I kind of just went off of instinct. I think it'd be easier to describe multiples of the same with fewer words.,fcbv_dyak_utar,,0
1071.5649999910966,NA,html-button-response,10,56647,0.0-5.0,<p>This is the end of the study. Thank you for participating!</p>,0,NA,NA,NA,NA,NA,NA,fcbv_dyak_utar,NA,NA
37334.99999996275,recaptcha.html,external-html,0,37472,0.0-0.0,NA,NA,NA,NA,NA,NA,NA,NA,fcpz_pucd_ctwz,NA,NA
18842.99999999348,consent/consent.html,external-html,1,56551,0.0-1.0,NA,NA,NA,NA,NA,NA,NA,NA,fcpz_pucd_ctwz,NA,NA
2718.0000000516884,NA,html-button-response,2,59272,0.0-2.0,"<p>In this experiment, you will see some aliens talk and make judgments about what they are talking about.",0,setup,NA,NA,NA,NA,NA,fcpz_pucd_ctwz,,0
6342.000000004191,NA,html-button-response,3,67617,0.0-3.0-0.0,"<p>This is Dax the alien. He speaks an alien language.<br><br>He says, <i> ""Difu Dax midaku.""</i><br>That means ""Hello, my name is Dax.""</p><br><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div></div><br>",0,setup,NA,NA,NA,NA,NA,fcpz_pucd_ctwz,,0
5125,NA,html-button-response,4,73248,0.0-3.0-1.0,"<p>Dax has two boxes. <br> He opens one box and looks inside. <br><br>Then, Dax says, <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img><img src='img/grey_box.png'></img></div></div><br>",0,setup,complex_utt,NA,NA,NA,NA,fcpz_pucd_ctwz,,0
5521.000000007916,NA,html-button-response,5,79271,0.0-3.0-2.0,"<p>Then, Dax opens the other box and looks inside. <br><br>He says, <i>""Bado mep.""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img><img src='img/grey_box.png'></img></div></div><br>",0,setup,simple_utt,NA,NA,NA,NA,fcpz_pucd_ctwz,,0
6783.999999985099,NA,html-button-response,6,86560,0.0-3.0-3.0,<p>Here are Dax's boxes.<br></p><div style='width: 700px;'><div style='float: center;'><img width = '250px' src='img/num_objects/box_1.png'></img><img width = '250px' src='img/num_objects/box_2.png'></img></div></div>,0,NA,NA,NA,NA,NA,NA,fcpz_pucd_ctwz,NA,NA
51646.000000007916,NA,html-button-response,7,138714,0.0-3.0-4.0,"<p>Remember, Dax looked in one box and said <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><p>Then Dax looked in the other box and said <i>""Bado mep.""</i></p><p>Which box do you think Dax was looking in when he said<br><i>""Toba zem zorp bidaku midu osh gipu.""</i>?</p><div style='width: 700px;'></div>",1,box_selection,complex_utt,num_objects,box_1,box_2,NA,fcpz_pucd_ctwz,box_2,1
2567.9999999701977,NA,html-button-response,8,141792,0.0-3.0-5.0,"<p>Remember, Dax looked in one box and said <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><p>Then Dax looked in the other box and said <i>""Bado mep.""</i></p><p>Which box do you think Dax was looking in when he said<br><i>""Bado mep.""</i>?</p><div style='width: 700px;'></div>",0,box_selection,simple_utt,num_objects,box_1,box_2,NA,fcpz_pucd_ctwz,box_1,1
57978.999999992084,NA,survey-text,9,200274,0.0-4.0,NA,NA,comment,NA,NA,NA,NA,\Bado mep.\,fcpz_pucd_ctwz,,0
3155.0000000279397,NA,html-button-response,10,203431,0.0-5.0,<p>This is the end of the study. Thank you for participating!</p>,0,NA,NA,NA,NA,NA,NA,fcpz_pucd_ctwz,NA,NA
40533.00000005402,recaptcha.html,external-html,0,40674,0.0-0.0,NA,NA,NA,NA,NA,NA,NA,NA,fifi_effb_hdvq,NA,NA
16589.00000003632,consent/consent.html,external-html,1,57986,0.0-1.0,NA,NA,NA,NA,NA,NA,NA,NA,fifi_effb_hdvq,NA,NA
4054.0000000037253,NA,html-button-response,2,62047,0.0-2.0,"<p>In this experiment, you will see some aliens talk and make judgments about what they are talking about.",0,setup,NA,NA,NA,NA,NA,fifi_effb_hdvq,,0
10753.99999995716,NA,html-button-response,3,74806,0.0-3.0-0.0,"<p>This is Dax the alien. He speaks an alien language.<br><br>He says, <i> ""Difu Dax midaku.""</i><br>That means ""Hello, my name is Dax.""</p><br><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div></div><br>",0,setup,NA,NA,NA,NA,NA,fifi_effb_hdvq,,0
18172.00000002049,NA,html-button-response,4,93486,0.0-3.0-1.0,"<p>Dax has two boxes. <br> He opens one box and looks inside. <br><br>Then, Dax says, <i>""Bado mep.""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img><img src='img/grey_box.png'></img></div></div><br>",0,setup,simple_utt,NA,NA,NA,NA,fifi_effb_hdvq,,0
33893.00000004005,NA,html-button-response,5,127888,0.0-3.0-2.0,"<p>Then, Dax opens the other box and looks inside. <br><br>He says, <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img><img src='img/grey_box.png'></img></div></div><br>",0,setup,complex_utt,NA,NA,NA,NA,fifi_effb_hdvq,,0
7205.000000074506,NA,html-button-response,6,135601,0.0-3.0-3.0,<p>Here are Dax's boxes.<br></p><div style='width: 700px;'><div style='float: center;'><img width = '250px' src='img/num_objects/box_1.png'></img><img width = '250px' src='img/num_objects/box_2.png'></img></div></div>,0,NA,NA,NA,NA,NA,NA,fifi_effb_hdvq,NA,NA
3805.999999982305,NA,html-button-response,7,139914,0.0-3.0-4.0,"<p>Remember, Dax looked in one box and said <i>""Bado mep.""</i></p><p>Then Dax looked in the other box and said <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><p>Which box do you think Dax was looking in when he said<br><i>""Bado mep.""</i>?</p><div style='width: 700px;'></div>",0,box_selection,simple_utt,num_objects,box_1,box_2,NA,fifi_effb_hdvq,box_1,1
23471.000000019558,NA,html-button-response,8,163892,0.0-3.0-5.0,"<p>Remember, Dax looked in one box and said <i>""Bado mep.""</i></p><p>Then Dax looked in the other box and said <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><p>Which box do you think Dax was looking in when he said<br><i>""Toba zem zorp bidaku midu osh gipu.""</i>?</p><div style='width: 700px;'></div>",0,box_selection,complex_utt,num_objects,box_1,box_2,NA,fifi_effb_hdvq,box_1,0
35635.999999940395,NA,survey-text,9,200053,0.0-4.0,NA,NA,comment,NA,NA,NA,NA,because that is correct,fifi_effb_hdvq,,0
3241.000000038184,NA,html-button-response,10,203298,0.0-5.0,<p>This is the end of the study. Thank you for participating!</p>,0,NA,NA,NA,NA,NA,NA,fifi_effb_hdvq,NA,NA
44367.999999994936,recaptcha.html,external-html,0,44450,0.0-0.0,NA,NA,NA,NA,NA,NA,NA,NA,fjyk_cuyn_jjdc,NA,NA
17300.999999999476,consent/consent.html,external-html,1,61802,0.0-1.0,NA,NA,NA,NA,NA,NA,NA,NA,fjyk_cuyn_jjdc,NA,NA
1644.0000000002328,NA,html-button-response,2,63453,0.0-2.0,"<p>In this experiment, you will see some aliens talk and make judgments about what they are talking about.",0,setup,NA,NA,NA,NA,NA,fjyk_cuyn_jjdc,,0
4843.000000000757,NA,html-button-response,3,70301,0.0-3.0-0.0,"<p>This is Dax the alien. He speaks an alien language.<br><br>He says, <i> ""Difu Dax midaku.""</i><br>That means ""Hello, my name is Dax.""</p><br><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div></div><br>",0,setup,NA,NA,NA,NA,NA,fjyk_cuyn_jjdc,,0
4743.000000002212,NA,html-button-response,4,75562,0.0-3.0-1.0,"<p>Dax has two boxes. <br> He opens one box and looks inside. <br><br>Then, Dax says, <i>""Bado mep.""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img><img src='img/grey_box.png'></img></div></div><br>",0,setup,simple_utt,NA,NA,NA,NA,fjyk_cuyn_jjdc,,0
2934.000000001106,NA,html-button-response,5,79000,0.0-3.0-2.0,"<p>Then, Dax opens the other box and looks inside. <br><br>He says, <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img><img src='img/grey_box.png'></img></div></div><br>",0,setup,complex_utt,NA,NA,NA,NA,fjyk_cuyn_jjdc,,0
1432.9999999972642,NA,html-button-response,6,80937,0.0-3.0-3.0,<p>Here are Dax's boxes.<br></p><div style='width: 700px;'><div style='float: center;'><img width = '250px' src='img/num_types/box_1.png'></img><img width = '250px' src='img/num_types/box_2.png'></img></div></div>,0,NA,NA,NA,NA,NA,NA,fjyk_cuyn_jjdc,NA,NA
13807.000000000698,NA,html-button-response,7,95250,0.0-3.0-4.0,"<p>Remember, Dax looked in one box and said <i>""Bado mep.""</i></p><p>Then Dax looked in the other box and said <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><p>Which box do you think Dax was looking in when he said<br><i>""Bado mep.""</i>?</p><div style='width: 700px;'></div>",1,box_selection,simple_utt,num_types,box_1,box_2,NA,fjyk_cuyn_jjdc,box_2,0
1627.9999999969732,NA,html-button-response,8,97384,0.0-3.0-5.0,"<p>Remember, Dax looked in one box and said <i>""Bado mep.""</i></p><p>Then Dax looked in the other box and said <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><p>Which box do you think Dax was looking in when he said<br><i>""Toba zem zorp bidaku midu osh gipu.""</i>?</p><div style='width: 700px;'></div>",0,box_selection,complex_utt,num_types,box_1,box_2,NA,fjyk_cuyn_jjdc,box_1,0
6266.999999999825,NA,survey-text,9,104161,0.0-4.0,NA,NA,comment,NA,NA,NA,NA,Briefly,fjyk_cuyn_jjdc,,0
3745.0000000026193,NA,html-button-response,10,107909,0.0-5.0,<p>This is the end of the study. Thank you for participating!</p>,0,NA,NA,NA,NA,NA,NA,fjyk_cuyn_jjdc,NA,NA
20713.000000003376,recaptcha.html,external-html,0,21317,0.0-0.0,NA,NA,NA,NA,NA,NA,NA,NA,fkmt_svtk_ukyn,NA,NA
9604.000000006636,consent/consent.html,external-html,1,33048,0.0-1.0,NA,NA,NA,NA,NA,NA,NA,NA,fkmt_svtk_ukyn,NA,NA
1081.9999999948777,NA,html-button-response,2,34138,0.0-2.0,"<p>In this experiment, you will see some aliens talk and make judgments about what they are talking about.",0,setup,NA,NA,NA,NA,NA,fkmt_svtk_ukyn,,0
3105.999999999767,NA,html-button-response,3,39247,0.0-3.0-0.0,"<p>This is Dax the alien. He speaks an alien language.<br><br>He says, <i> ""Difu Dax midaku.""</i><br>That means ""Hello, my name is Dax.""</p><br><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div></div><br>",0,setup,NA,NA,NA,NA,NA,fkmt_svtk_ukyn,,0
6552.999999999884,NA,html-button-response,4,46303,0.0-3.0-1.0,"<p>Dax has two boxes. <br> He opens one box and looks inside. <br><br>Then, Dax says, <i>""Bado mep.""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img><img src='img/grey_box.png'></img></div></div><br>",0,setup,simple_utt,NA,NA,NA,NA,fkmt_svtk_ukyn,,0
3649.9999999941792,NA,html-button-response,5,50456,0.0-3.0-2.0,"<p>Then, Dax opens the other box and looks inside. <br><br>He says, <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img><img src='img/grey_box.png'></img></div></div><br>",0,setup,complex_utt,NA,NA,NA,NA,fkmt_svtk_ukyn,,0
1206.000000005588,NA,html-button-response,6,52167,0.0-3.0-3.0,<p>Here are Dax's boxes.<br></p><div style='width: 700px;'><div style='float: center;'><img width = '250px' src='img/num_types/box_2.png'></img><img width = '250px' src='img/num_types/box_1.png'></img></div></div>,0,NA,NA,NA,NA,NA,NA,fkmt_svtk_ukyn,NA,NA
6304.000000003725,NA,html-button-response,7,58977,0.0-3.0-4.0,"<p>Remember, Dax looked in one box and said <i>""Bado mep.""</i></p><p>Then Dax looked in the other box and said <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><p>Which box do you think Dax was looking in when he said<br><i>""Bado mep.""</i>?</p><div style='width: 700px;'></div>",0,box_selection,simple_utt,num_types,box_2,box_1,NA,fkmt_svtk_ukyn,box_2,0
18029.999999998836,NA,html-button-response,8,77510,0.0-3.0-5.0,"<p>Remember, Dax looked in one box and said <i>""Bado mep.""</i></p><p>Then Dax looked in the other box and said <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><p>Which box do you think Dax was looking in when he said<br><i>""Toba zem zorp bidaku midu osh gipu.""</i>?</p><div style='width: 700px;'></div>",0,box_selection,complex_utt,num_types,box_2,box_1,NA,fkmt_svtk_ukyn,box_2,1
51404.999999998836,NA,survey-text,9,129425,0.0-4.0,NA,NA,comment,NA,NA,NA,NA,The box in the more circles and triangle and more character ,fkmt_svtk_ukyn,,0
1377.9999999969732,NA,html-button-response,10,130807,0.0-5.0,<p>This is the end of the study. Thank you for participating!</p>,0,NA,NA,NA,NA,NA,NA,fkmt_svtk_ukyn,NA,NA
15391.425000037998,recaptcha.html,external-html,0,15430,0.0-0.0,NA,NA,NA,NA,NA,NA,NA,NA,foie_xxuf_tvwb,NA,NA
15816.82000006549,consent/consent.html,external-html,1,31708,0.0-1.0,NA,NA,NA,NA,NA,NA,NA,NA,foie_xxuf_tvwb,NA,NA
5129.119999939576,NA,html-button-response,2,36840,0.0-2.0,"<p>In this experiment, you will see some aliens talk and make judgments about what they are talking about.",0,setup,NA,NA,NA,NA,NA,foie_xxuf_tvwb,,0
13227.820000029169,NA,html-button-response,3,52071,0.0-3.0-0.0,"<p>This is Dax the alien. He speaks an alien language.<br><br>He says, <i> ""Difu Dax midaku.""</i><br>That means ""Hello, my name is Dax.""</p><br><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div></div><br>",0,setup,NA,NA,NA,NA,NA,foie_xxuf_tvwb,,0
33332.73999998346,NA,html-button-response,4,85907,0.0-3.0-1.0,"<p>Dax has two boxes. <br> He opens one box and looks inside. <br><br>Then, Dax says, <i>""Bado mep.""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img><img src='img/grey_box.png'></img></div></div><br>",0,setup,simple_utt,NA,NA,NA,NA,foie_xxuf_tvwb,,0
15898.87000003364,NA,html-button-response,5,102308,0.0-3.0-2.0,"<p>Then, Dax opens the other box and looks inside. <br><br>He says, <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img><img src='img/grey_box.png'></img></div></div><br>",0,setup,complex_utt,NA,NA,NA,NA,foie_xxuf_tvwb,,0
14663.04500005208,NA,html-button-response,6,117474,0.0-3.0-3.0,<p>Here are Dax's boxes.<br></p><div style='width: 700px;'><div style='float: center;'><img width = '250px' src='img/num_objects/box_2.png'></img><img width = '250px' src='img/num_objects/box_1.png'></img></div></div>,0,NA,NA,NA,NA,NA,NA,foie_xxuf_tvwb,NA,NA
25782.785000046715,NA,html-button-response,7,143759,0.0-3.0-4.0,"<p>Remember, Dax looked in one box and said <i>""Bado mep.""</i></p><p>Then Dax looked in the other box and said <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><p>Which box do you think Dax was looking in when he said<br><i>""Bado mep.""</i>?</p><div style='width: 700px;'></div>",1,box_selection,simple_utt,num_objects,box_2,box_1,NA,foie_xxuf_tvwb,box_1,1
4626.744999899529,NA,html-button-response,8,148890,0.0-3.0-5.0,"<p>Remember, Dax looked in one box and said <i>""Bado mep.""</i></p><p>Then Dax looked in the other box and said <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><p>Which box do you think Dax was looking in when he said<br><i>""Toba zem zorp bidaku midu osh gipu.""</i>?</p><div style='width: 700px;'></div>",1,box_selection,complex_utt,num_objects,box_2,box_1,NA,foie_xxuf_tvwb,box_1,0
56275.63500008546,NA,survey-text,9,205671,0.0-4.0,NA,NA,comment,NA,NA,NA,NA,Dox inside the box,foie_xxuf_tvwb,,0
5083.615000010468,NA,html-button-response,10,210757,0.0-5.0,<p>This is the end of the study. Thank you for participating!</p>,0,NA,NA,NA,NA,NA,NA,foie_xxuf_tvwb,NA,NA
18707.894999999553,recaptcha.html,external-html,0,18732,0.0-0.0,NA,NA,NA,NA,NA,NA,NA,NA,fuyb_wgkb_tpmu,NA,NA
25114.42499991972,consent/consent.html,external-html,1,44304,0.0-1.0,NA,NA,NA,NA,NA,NA,NA,NA,fuyb_wgkb_tpmu,NA,NA
1961.8249998893589,NA,html-button-response,2,46269,0.0-2.0,"<p>In this experiment, you will see some aliens talk and make judgments about what they are talking about.",0,setup,NA,NA,NA,NA,NA,fuyb_wgkb_tpmu,,0
16250.529999961145,NA,html-button-response,3,64521,0.0-3.0-0.0,"<p>This is Dax the alien. He speaks an alien language.<br><br>He says, <i> ""Difu Dax midaku.""</i><br>That means ""Hello, my name is Dax.""</p><br><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div></div><br>",0,setup,NA,NA,NA,NA,NA,fuyb_wgkb_tpmu,,0
8887.199999997392,NA,html-button-response,4,73912,0.0-3.0-1.0,"<p>Dax has two boxes. <br> He opens one box and looks inside. <br><br>Then, Dax says, <i>""Bado mep.""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img><img src='img/grey_box.png'></img></div></div><br>",0,setup,simple_utt,NA,NA,NA,NA,fuyb_wgkb_tpmu,,0
6879.539999994449,NA,html-button-response,5,81299,0.0-3.0-2.0,"<p>Then, Dax opens the other box and looks inside. <br><br>He says, <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img><img src='img/grey_box.png'></img></div></div><br>",0,setup,complex_utt,NA,NA,NA,NA,fuyb_wgkb_tpmu,,0
7710.505000082776,NA,html-button-response,6,89513,0.0-3.0-3.0,<p>Here are Dax's boxes.<br></p><div style='width: 700px;'><div style='float: center;'><img width = '250px' src='img/num_types/box_1.png'></img><img width = '250px' src='img/num_types/box_2.png'></img></div></div>,0,NA,NA,NA,NA,NA,NA,fuyb_wgkb_tpmu,NA,NA
5227.914999937639,NA,html-button-response,7,95244,0.0-3.0-4.0,"<p>Remember, Dax looked in one box and said <i>""Bado mep.""</i></p><p>Then Dax looked in the other box and said <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><p>Which box do you think Dax was looking in when he said<br><i>""Bado mep.""</i>?</p><div style='width: 700px;'></div>",0,box_selection,simple_utt,num_types,box_1,box_2,NA,fuyb_wgkb_tpmu,box_1,1
76774.7649999801,NA,html-button-response,8,172537,0.0-3.0-5.0,"<p>Remember, Dax looked in one box and said <i>""Bado mep.""</i></p><p>Then Dax looked in the other box and said <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><p>Which box do you think Dax was looking in when he said<br><i>""Toba zem zorp bidaku midu osh gipu.""</i>?</p><div style='width: 700px;'></div>",1,box_selection,complex_utt,num_types,box_1,box_2,NA,fuyb_wgkb_tpmu,box_2,1
25051.725000026636,NA,survey-text,9,198101,0.0-4.0,NA,NA,comment,NA,NA,NA,NA,I like this ..,fuyb_wgkb_tpmu,,0
2487.2000000905246,NA,html-button-response,10,200590,0.0-5.0,<p>This is the end of the study. Thank you for participating!</p>,0,NA,NA,NA,NA,NA,NA,fuyb_wgkb_tpmu,NA,NA
58059.77999999595,recaptcha.html,external-html,0,58154,0.0-0.0,NA,NA,NA,NA,NA,NA,NA,NA,fyyz_rkxq_nvdd,NA,NA
7924.504999995406,consent/consent.html,external-html,1,66144,0.0-1.0,NA,NA,NA,NA,NA,NA,NA,NA,fyyz_rkxq_nvdd,NA,NA
1754.574999999022,NA,html-button-response,2,67908,0.0-2.0,"<p>In this experiment, you will see some aliens talk and make judgments about what they are talking about.",0,setup,NA,NA,NA,NA,NA,fyyz_rkxq_nvdd,,0
12126.824999999371,NA,html-button-response,3,82040,0.0-3.0-0.0,"<p>This is Dax the alien. He speaks an alien language.<br><br>He says, <i> ""Difu Dax midaku.""</i><br>That means ""Hello, my name is Dax.""</p><br><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div></div><br>",0,setup,NA,NA,NA,NA,NA,fyyz_rkxq_nvdd,,0
7786.599999999453,NA,html-button-response,4,90344,0.0-3.0-1.0,"<p>Dax has two boxes. <br> He opens one box and looks inside. <br><br>Then, Dax says, <i>""Bado mep.""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img><img src='img/grey_box.png'></img></div></div><br>",0,setup,simple_utt,NA,NA,NA,NA,fyyz_rkxq_nvdd,,0
4332.770000000892,NA,html-button-response,5,95184,0.0-3.0-2.0,"<p>Then, Dax opens the other box and looks inside. <br><br>He says, <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img><img src='img/grey_box.png'></img></div></div><br>",0,setup,complex_utt,NA,NA,NA,NA,fyyz_rkxq_nvdd,,0
4062.789999996312,NA,html-button-response,6,99752,0.0-3.0-3.0,<p>Here are Dax's boxes.<br></p><div style='width: 700px;'><div style='float: center;'><img width = '250px' src='img/num_objects/box_2.png'></img><img width = '250px' src='img/num_objects/box_1.png'></img></div></div>,0,NA,NA,NA,NA,NA,NA,fyyz_rkxq_nvdd,NA,NA
821.1000000010245,NA,html-button-response,7,101080,0.0-3.0-4.0,"<p>Remember, Dax looked in one box and said <i>""Bado mep.""</i></p><p>Then Dax looked in the other box and said <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><p>Which box do you think Dax was looking in when he said<br><i>""Bado mep.""</i>?</p><div style='width: 700px;'></div>",0,box_selection,simple_utt,num_objects,box_2,box_1,NA,fyyz_rkxq_nvdd,box_2,0
6869.225000002189,NA,html-button-response,8,108456,0.0-3.0-5.0,"<p>Remember, Dax looked in one box and said <i>""Bado mep.""</i></p><p>Then Dax looked in the other box and said <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><p>Which box do you think Dax was looking in when he said<br><i>""Toba zem zorp bidaku midu osh gipu.""</i>?</p><div style='width: 700px;'></div>",0,box_selection,complex_utt,num_objects,box_2,box_1,NA,fyyz_rkxq_nvdd,box_2,1
8029.7649999993155,NA,survey-text,9,117000,0.0-4.0,NA,NA,comment,NA,NA,NA,NA,big balls ,fyyz_rkxq_nvdd,,0
826.3399999996182,NA,html-button-response,10,117831,0.0-5.0,<p>This is the end of the study. Thank you for participating!</p>,0,NA,NA,NA,NA,NA,NA,fyyz_rkxq_nvdd,NA,NA
6338.430000003427,recaptcha.html,external-html,0,6379,0.0-0.0,NA,NA,NA,NA,NA,NA,NA,NA,gcmc_fcrh_dcvv,NA,NA
9272.710000004736,consent/consent.html,external-html,1,15674,0.0-1.0,NA,NA,NA,NA,NA,NA,NA,NA,gcmc_fcrh_dcvv,NA,NA
1795.2899999945657,NA,html-button-response,2,17481,0.0-2.0,"<p>In this experiment, you will see some aliens talk and make judgments about what they are talking about.",0,setup,NA,NA,NA,NA,NA,gcmc_fcrh_dcvv,,0
3053.3399999985704,NA,html-button-response,3,22547,0.0-3.0-0.0,"<p>This is Dax the alien. He speaks an alien language.<br><br>He says, <i> ""Difu Dax midaku.""</i><br>That means ""Hello, my name is Dax.""</p><br><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div></div><br>",0,setup,NA,NA,NA,NA,NA,gcmc_fcrh_dcvv,,0
4743.719999998575,NA,html-button-response,4,27819,0.0-3.0-1.0,"<p>Dax has two boxes. <br> He opens one box and looks inside. <br><br>Then, Dax says, <i>""Bado mep.""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img><img src='img/grey_box.png'></img></div></div><br>",0,setup,simple_utt,NA,NA,NA,NA,gcmc_fcrh_dcvv,,0
1411.6999999969266,NA,html-button-response,5,29758,0.0-3.0-2.0,"<p>Then, Dax opens the other box and looks inside. <br><br>He says, <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img><img src='img/grey_box.png'></img></div></div><br>",0,setup,complex_utt,NA,NA,NA,NA,gcmc_fcrh_dcvv,,0
2690.595000007306,NA,html-button-response,6,32978,0.0-3.0-3.0,<p>Here are Dax's boxes.<br></p><div style='width: 700px;'><div style='float: center;'><img width = '250px' src='img/num_types/box_1.png'></img><img width = '250px' src='img/num_types/box_2.png'></img></div></div>,0,NA,NA,NA,NA,NA,NA,gcmc_fcrh_dcvv,NA,NA
9319.069999997737,NA,html-button-response,7,42820,0.0-3.0-4.0,"<p>Remember, Dax looked in one box and said <i>""Bado mep.""</i></p><p>Then Dax looked in the other box and said <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><p>Which box do you think Dax was looking in when he said<br><i>""Bado mep.""</i>?</p><div style='width: 700px;'></div>",0,box_selection,simple_utt,num_types,box_1,box_2,NA,gcmc_fcrh_dcvv,box_1,1
