rt,button_pressed,test_part,utt,boxes_type,left_box,right_box,responses,subid,selected_box,accuracy
1219.505000000936,1,box_selection,simple_utt,num_objects,box_1,box_2,,220,box_2,0
11503.17499999801,NA,comment,,,,,i like it,220,,0
3137.3550000134856,0,box_selection,simple_utt,num_objects,box_2,box_1,,221,box_2,0
196.75500004086643,1,box_selection,complex_utt,num_objects,box_2,box_1,,221,box_1,0
17525.924999965355,NA,comment,,,,,no,221,,0
5295.9999999948195,1,box_selection,complex_utt,num_objects,box_1,box_2,,222,box_2,1
1398.0000000010477,1,box_selection,simple_utt,num_objects,box_1,box_2,,222,box_2,0
28146.999999997206,NA,comment,,,,,more dots box filling,222,,0
2298.7300000022515,0,box_selection,complex_utt,num_objects,box_2,box_1,,223,box_2,1
1157.6500000010128,0,box_selection,simple_utt,num_objects,box_2,box_1,,223,box_2,0
4787.225000000035,NA,comment,,,,,nice game,223,,0
1271.0300000035204,0,box_selection,simple_utt,num_types,box_2,box_1,,224,box_2,0
1127.3099999962142,0,box_selection,complex_utt,num_types,box_2,box_1,,224,box_2,1
32630.124999996042,NA,comment,,,,,I LIKE TO CHOOSE THE BOX  ,224,,0
6370.870000013383,0,box_selection,simple_utt,num_types,box_1,box_2,,225,box_1,1
3630.0549999868963,1,box_selection,complex_utt,num_types,box_1,box_2,,225,box_2,1
13567.774999974063,NA,comment,,,,,more variety of items would probably mean more words,225,,0
71463.97000004072,0,box_selection,complex_utt,num_types,box_1,box_2,,226,box_1,0
12186.195000074804,1,box_selection,simple_utt,num_types,box_1,box_2,,226,box_2,0
22215.73499997612,NA,comment,,,,,it said second box so i choose,226,,0
14743.999999947846,0,box_selection,simple_utt,num_types,box_1,box_2,,227,box_1,1
7098.9999999292195,1,box_selection,complex_utt,num_types,box_1,box_2,,227,box_2,1
86415.9999997355,NA,comment,,,,,i think my choosing correct ,227,,0
